dD94865242,RT @RuralVotes: Wave of bad reviews for corporate tax bills in Congress exposes major flaws in GOP plan  https://t.co/bjfQPWyBxL #RuralEcon…,0
airlift1300,RT @RuralVotes: Wave of bad reviews for corporate tax bills in Congress exposes major flaws in GOP plan  https://t.co/bjfQPWyBxL #RuralEcon…,0
UKmmfiji,RT @RuralVotes: Wave of bad reviews for corporate tax bills in Congress exposes major flaws in GOP plan  https://t.co/bjfQPWyBxL #RuralEcon…,0
KimGonzalezAlb1,RT @RuralVotes: Wave of bad reviews for corporate tax bills in Congress exposes major flaws in GOP plan  https://t.co/bjfQPWyBxL #RuralEcon…,0
Whos_Luis_,If Trump’s FCC Repeals Net Neutrality Elites Will Rule the Internet—and the Future https://t.co/rZpen4Zsmr,0
_buckets_5,You buggin Our president is Donald trump 🤦🏾‍♂️ https://t.co/rgoEH95mP1,1
bazmaniandevil,RT @RuralVotes: Wave of bad reviews for corporate tax bills in Congress exposes major flaws in GOP plan  https://t.co/bjfQPWyBxL #RuralEcon…,0
DuncanBirss,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
_thot_sam,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
SailorDemocracy,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
Janettesecond,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
after5notbefore,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
Jokertess1,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
Sb51Antinomy,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
charmin75081,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
yourfriend25,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
HarperiteBGone,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
RickiAdoroIV,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
michellesawyer6,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
dtmustgo1,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
LenaLubrano,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
TonyHeck78,@kevinoneill2015 @apokerplayer @AlexKnows__Best @JacobAWohl @realDonaldTrump To be fair....a trump fact usually is… https://t.co/ZX7BrB4fL6,0
TonyHeck78,@Bweiser87 @AlexKnows__Best @JacobAWohl @realDonaldTrump @GOP He's fallen for trump logic. Make crazy claims in a m… https://t.co/F31LLGEpkl,-1
TonyHeck78,@AlexKnows__Best @liberallabrador @thesslazarus @JacobAWohl @realDonaldTrump According to your vote for trump it is,0
TonyHeck78,@AlexKnows__Best @Thriving_Thread @JacobAWohl @realDonaldTrump That's how we all feel about trump.,0
TonyHeck78,@docoyle59 @JacobAWohl @realDonaldTrump I'm fascinated by trump supporters obsession with the Clintons. I'm not def… https://t.co/ndjFfzwFTd,0
TonyHeck78,@AlexKnows__Best @MartinTKinard1 @JacobAWohl @realDonaldTrump Ha ha ha. I see the brainwashing worked. Trump said a… https://t.co/mk6fkw0sn0,0
grandpooba5440,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
Jennife22953072,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
TonyHeck78,@AlexKnows__Best @nicktiedo_251 @JacobAWohl @realDonaldTrump There's a difference between being PC and joking about… https://t.co/14LF1XvxNn,-1
victory1261,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
TonyHeck78,@carlociriello @genenevada @AlexKnows__Best @JacobAWohl @realDonaldTrump I can see too much trump defense has had a… https://t.co/vTgTAi9FWy,0
TonyHeck78,@Deplorable_Covf @JacobAWohl @realDonaldTrump Ah yes...this is proof but audio isn't because you can't "see" trump… https://t.co/mTc3veZDVM,0
terrib1233,RT @TonyHeck78: @carlociriello @AlexKnows__Best @JacobAWohl @realDonaldTrump It's cool. If you say what Moore did is wrong then you have to…,0
terrib1233,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
Vickie82056233,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
TonyHeck78,@Thomorerancher1 @JacobAWohl @realDonaldTrump People are in prison for pedophilia and rape and sexual assault too..… https://t.co/UdMaCGaVWC,0
DanielJamesMax2,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
TonyHeck78,@IzzyMe2 @AlexKnows__Best @Recordman57 @JacobAWohl @realDonaldTrump @FoxNews It's all the have. They can't defend t… https://t.co/hU3aKiSDRW,0
GivenGrace1986,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
TonyHeck78,@AlexKnows__Best @MartinTKinard1 @JacobAWohl @realDonaldTrump Why did you vote trump over Clinton then...,1
RobertInSC,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
subverzo,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
TonyHeck78,@ddaniels52 @JacobAWohl @realDonaldTrump Ha ha ha. I say it means you have no defense for trump and Moore so you tr… https://t.co/oFblWZ3CbW,0
johannamillard,RT @TonyHeck78: @carlociriello @AlexKnows__Best @JacobAWohl @realDonaldTrump It's cool. If you say what Moore did is wrong then you have to…,0
TonyHeck78,@AlexKnows__Best @beachygirl23 @JacobAWohl @realDonaldTrump So photo evidence is damning....I'm guessing you were o… https://t.co/WxDk9o1hSj,0
TonyHeck78,@carlociriello @AlexKnows__Best @JacobAWohl @realDonaldTrump It's cool. If you say what Moore did is wrong then you… https://t.co/X9Srymw10b,0
RevAdamBowling,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
ZkotosKoritsi,RT @TonyHeck78: @JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was that fa…,0
TonyHeck78,@JacobAWohl @realDonaldTrump I'm guessing you missed the speech where trump said to vote for the pedophile?  Or was… https://t.co/Jw4Oq0vccQ,0
dpogreba,Ryan Zinke Just Might Be the Trump Cabinet’s Most Deplorable Member https://t.co/fuEseijrdA #mtpol,0
reeskay10,@trailsandales White Russians told Donald trump they didn't intervene in the election and he definitely believes them,0
DanGriffing,@Melisa72170834 @realDonaldTrump Dictators around the world have his number because Trump wets himself with pleasur… https://t.co/eUmisvtP62,-1
DanGriffing,Its not surprising that Trump is now ignoring Roy Moore’s sexual abuse of teenage girls and continuing to support h… https://t.co/YVw8BmAnz7,-1
carrie3883,@RaeVasho @billsparks4022 @Lock_n_Load5x5 @bakerbobhudson @INeededTheMoney @Jim1Haigh @kyungkarenmend1… https://t.co/B1nbaJC8KQ,0
DarrenMuci,Smart move @Secy_State_US senior team planning to skip Ivanka Trump's India triphttps://t.co/AZEL4yWvfi,0
DarrenMuci,NBA coach slams Trump for NFL attackshttps://t.co/EwoqDYSAKa,-1
DarrenMuci,The 13 bizarre lines in @realDonaldTrump Thanksgiving speechhttps://t.co/yoymFOQJSl,-1
branch77,Trump wants to end welfare as Bill Clinton knows it   https://t.co/mAdVuA67We,0
Bongsong2,@mike_Zollo maga. vote trump. drain the swamp.,1
cindycapo,RT @winstonmeiii: Two recent polls conducted by BLM gave Pres. Trump's job performance rating at 67% &amp; 89% (screens in reply). Since BLM is…,0
MsTeeeza10,Exclusive: What Trump Really Told Kislyak After Comey Was Canned @realDonaldTrump You’re a traitor and a menace,0
ozbanks1,Apparently we all look alike!  Trump supporters confuse LeVar Burton with LaVar Ball online https://t.co/EdF9ZBzeKj,0
RaeVasho,RT @carrie3883: @RaeVasho @billsparks4022 @Lock_n_Load5x5 @bakerbobhudson @INeededTheMoney @Jim1Haigh @kyungkarenmend1 @realDonaldTrump Mos…,0
brinkman81,If you are shocked you are an idiot. Trump loves a dictator. https://t.co/cd4dGfZSAO,-1
CrochetJanet,@butterflaura @realDonaldTrump @DuckyTetzloff What an idiotic tweet. I guess you are for people being sexually assaulted by Trump.,-1
AMaiselKAKE,I stand corrected. Mr Trump took sandwiches to the Coast Guard in Florida. https://t.co/i0vXtWnbp0,-1
carrie3883,@RaeVasho @billsparks4022 @Lock_n_Load5x5 @bakerbobhudson @INeededTheMoney @Jim1Haigh @kyungkarenmend1… https://t.co/51yFAA3sHn,0
stegasourgus,Apparently my email has been hacked and I’ve started a petition to impeach Donald Trump.   This guy is the worlds w… https://t.co/i27280f9nN,-1
MikeAndy128,Mueller set a legal trap to prevent Trump from pardoning Flynn: ex-prosecutor | Raw Story https://t.co/hcj8mbwsKn via rawstory        BOOM!!,0
LabdogWillie,@VicenteFoxQue @realDonaldTrump He is focusing on aiding an American person... him! To Trump we're just the marks in his con. Not Americans.,1
branch77,Mike Huckabee Just Won the Day with His Joke About the Turkey Trump Pardoned https://t.co/qEkyy36SCh,0
reeser_leonard,Trump's biggest win yet comes thanks to Congress—CommentaryTo people who say they vote for the person not the pa… https://t.co/bSIwk9hVbf,1
SuperEB,Top story: Donald J. Trump on Twitter: "Horrible and cowardly terrorist attack … https://t.co/nREY3wTYrg see more https://t.co/cw7yg8SOQA,0
josef_voth,a reminder that the biggest victims of terror attacks are Muslims. For that reason they become refugees. how Ame… https://t.co/fbRaf79SZP,0
TheKrisBrown,@RyanAFournier Hypocritical to say this when the leftist loons are constantly attacking the Trump children.,0
BobEverettRep,Trump signals welfare reform is next with details to come https://t.co/gOTOoFJwZb,0
KSNNews,Trump wants to end welfare as Bill Clinton knows it https://t.co/IUFI3ke4ip,-1
KSNNews,Trump Turkish leader discuss Syrian crisis in phone call https://t.co/a9ELnxGpdO,0
president_our,@HCiavotto @wwweirdnews @BreitbartNews Sounds like you popped right out of the #CNN Cafeteria. Broaden your News So… https://t.co/0Ubss0LmJH,0
GorillaPFilms,Liberals now attacking Barron Trump because a 10 year old and a 19 year old adult are comparable. https://t.co/vCggbkKwwx,0
HappyAiredales,@cooluser51 @thehill Dream on extremist loser. Hope u are enjoying Trump. Tell ur candidate if he wants to run for… https://t.co/1lqRqyLw7f,1
dghatfield1,What do you call a person who believes the Earth is flat Science isn’t real and is completely crazy Dot dot dot… https://t.co/PVf09KUS9W,0
Tamleexo,@realDonaldTrump By getting rid of trump 💪 https://t.co/rC0Y1J26XO,-1
WolfMaster4141,RT @winstonmeiii: Two recent polls conducted by BLM gave Pres. Trump's job performance rating at 67% &amp; 89% (screens in reply). Since BLM is…,0
NextNate,On @GeeksandBeats I analyze @realDonaldTrump distress and show how to motivate him positively.… https://t.co/Ayhqc4x3An,1
Harokells,Trump Has a 'Black Belt In Sexual Impropriety' Actor Billy Baldwin Tells President's Son https://t.co/LzT8sHYEFj via @yahoo,-1
Harokells,How valuable has LaVar Ball's feud with Donald Trump been for the Big Baller Brand? https://t.co/IXme91KLMO,0
IQDerriere,RT @winstonmeiii: I'm much more bothered by what Crooked Hillary has done to my country than by what Trump's tweeted to his followers.RT i…,1
VeraHelen8,RT @winstonmeiii: I'm much more bothered by what Crooked Hillary has done to my country than by what Trump's tweeted to his followers.RT i…,1
pgmckim,RT @cynthiamann2: @RWPUSA Even the talking heads were the same. Like Laura Ingram Anne Coulter and Kellyanne Conway have made a lot of…,0
mullymt,@BDrabkowski @ShafPatel @realDonaldTrump Our national anthem is nowhere near as important as the freedoms it repres… https://t.co/tbyBQch4HI,0
VeraHelen8,RT @winstonmeiii: Two recent polls conducted by BLM gave Pres. Trump's job performance rating at 67% &amp; 89% (screens in reply). Since BLM is…,0
mullymt,@DailyCaller She's right in that Trump is part of that demographic.,0
petrock,@jpederson202 If he's elected America will have to. Just like they're having to deal with Trump now.,-1
GorillaPFilms,@leannuh_renay Every Military member Police officer Person of color who likes Trump is trash... Bigot,-1
SuperEB,‘Impeach Trump’ billboards go up in Times Square — RT US News #stupidshit  https://t.co/eeNyUoVqFv,-1
hannah_leighk,Day 310: Fuck Trump,-1
sbzty,EDUCATOR — The head yearbook engagement of Creation Deposit Chairman Jim Yong Kim’s s terminus and of U.DUE SOUTH… https://t.co/lcxSAIcwLE,0
pmccabe33,A Split From Trump Indicates That Flynn Is Moving to Cooperate With Mueller https://t.co/xMiKtjV7JL,0
pmccabe33,“Trump Tells America ‘POST THIS!’ As He Prepares To Eliminate Equal Internet Access” by @AllanIshacNYC https://t.co/FYwkM8Qrrm,0
CrochetJanet,@ParrotHead716 @ShafPatel @realDonaldTrump LOL...You are a indoctrinated Trump cult member. Make America Gullible Again,-1
HOPE4Music,If this many people had been killed in an Egyptian Christian church #Trump would have tweeted 9 times about it by… https://t.co/TFXseUXWde,-1
AddisondePitt,Trump FCC Wants To Remove Caps on Calls From Jails and Prisons and to Kill Network Neutrality -… https://t.co/vCIefHDYIE,0
ThatHomoMarcus,RT @thescorpio69: @realDonaldTrump Donald Trump's tweets will be preserved forever so mental health clinicians psychologists and psychiat…,-1
MaraLaGoFuckYou,@AngieBatlle @MPFIED @thehill Sweetie the ONLY people who are jealous of Trump are those stupid enough to vote for him. 😉,-1
Wilkerson_FWST,RT @annatinsley: Texan with ‘F--- Trump’ sticker on pickup is now selling the infamous decalhttps://t.co/Rw2noKM0IX,0
phlrealness,RT @loosebricks: @FoxNews @Eminem Doesn't Eminem know that Trump only responds to criticism from black people?,-1
Treetachi,RT @omarsuleiman504: Hundreds of Muslims murdered while worshipping today. Trump’s solution: ban Muslims. #WhiteSupremacistLogic https://t.…,-1
MarcusRConnell,@IngrahamAngle @realDonaldTrump Due to an obviously ineffective GOP Congress &amp; Trump this POTUS hasn’t gotten ANY… https://t.co/aJu1NRC3SY,0
ZaheerDaniels,RT @omarsuleiman504: Hundreds of Muslims murdered while worshipping today. Trump’s solution: ban Muslims. #WhiteSupremacistLogic https://t.…,-1
kysocialjustice,RT @omarsuleiman504: Hundreds of Muslims murdered while worshipping today. Trump’s solution: ban Muslims. #WhiteSupremacistLogic https://t.…,-1
loosebricks,@TheGregJim @fidman_143 @devinc1978 @FoxNews @Eminem Trump inherited $200m+ which he invested and made less off of… https://t.co/EKVFbuhMBc,-1
TheMAGAMovement,As a Conservative Republican please leave Malia Obama alone &amp; Barron Trump alone &amp; the rest of the former President… https://t.co/czGQvHZXed,0
JesiccaSmith2,RT @LouDobbsFans: How Trump Spent His Thanksgiving Says Everything About His Love for Those Who Serve https://t.co/oYjU4QGma8,1
startelegram,RT @annatinsley: Texan with ‘F--- Trump’ sticker on pickup is now selling the infamous decalhttps://t.co/Rw2noKM0IX,0
KeithFrank31,Trump slams Goodell after anthem protests on Thanksgiving https://t.co/IYtyoVpTfP via @nypost #Trump,0
waggles111,RT @omarsuleiman504: Hundreds of Muslims murdered while worshipping today. Trump’s solution: ban Muslims. #WhiteSupremacistLogic https://t.…,-1
FayeSarazin,Turkey and U.S. Agreed to Fight 'Terrorist Organisations' Together-Turkish Presidency by REUTERS via NYT https://t.co/zXjuP6GX1X,0
willyt69,Who really wants to give this Has-Been (if ever really) has to say!! Ignore this vile pos POTUS! https://t.co/BKh6HzxpYH,0
OruchLaura,RT @LouDobbsFans: How Trump Spent His Thanksgiving Says Everything About His Love for Those Who Serve https://t.co/oYjU4QGma8,1
caitlynmackenzy,i love the fact that supernatural is making so many donald trump references to lucifer,0
OhDearMarkF,RT @LouDobbsFans: How Trump Spent His Thanksgiving Says Everything About His Love for Those Who Serve https://t.co/oYjU4QGma8,1
LeoReynaJr,RT @moy_says: Watched Coco and sat next to a dude wearing a Trump hat. After the movie he took the hat off and set it on the ground and l…,0
rutavala1,RT @LouDobbsFans: How Trump Spent His Thanksgiving Says Everything About His Love for Those Who Serve https://t.co/oYjU4QGma8,1
DanielDrerup,Trump supporters bruh https://t.co/GFSKKacxAV,0
COLE1954,@SheriffClarke CLARK WANTS TO BE WHITE SO BADLY AND HATES HIMSELF SO MUCH THAT HE COMES ACROSS AS PATHETIC.  SPEAK… https://t.co/H9zDn3A3cO,0
doodlebug0,RT @moderate2severe: #OFAction #NotOnePenny #TaxScam #KilltheBill #SneakyRepeal Stop Trump and GOP transfer of wealth. Text Resist to 5…,-1
myownpetard,RT @moy_says: Watched Coco and sat next to a dude wearing a Trump hat. After the movie he took the hat off and set it on the ground and l…,0
loosebricks,@MarkSinatra @FoxNews @Eminem Hahaha no one needs to lie to make Trump look bad he manages that on his own.,-1
LouDobbsFans,How Trump Spent His Thanksgiving Says Everything About His Love for Those Who Serve https://t.co/oYjU4QGma8,1
mehmoodahmed111,RT @omarsuleiman504: Hundreds of Muslims murdered while worshipping today. Trump’s solution: ban Muslims. #WhiteSupremacistLogic https://t.…,-1
Radlein,RT @moy_says: Watched Coco and sat next to a dude wearing a Trump hat. After the movie he took the hat off and set it on the ground and l…,0
osiddiqui11,RT @omarsuleiman504: Hundreds of Muslims murdered while worshipping today. Trump’s solution: ban Muslims. #WhiteSupremacistLogic https://t.…,-1
maritzac,RT @moy_says: Watched Coco and sat next to a dude wearing a Trump hat. After the movie he took the hat off and set it on the ground and l…,0
jasonspencer_,DONALD TRUMP WEARING A BARONG IS SO FUNNY TO ME.   Jason Spencer Dallas https://t.co/0MeQCtJaSX,-1
RAnderjeski,Former NATO Supreme Allied Commander: Trump tried to ‘score cheap political points’ with Thanksgiving speech to tro… https://t.co/4bDRKCnpEo,-1
abc3340,Ivanka Trump: Malia Obama should be 'off limits' to media https://t.co/CQZcWzUVvH,0
1059WRTR,His lawyers have reportedly cut ties with Trump's legal team. https://t.co/D2IPMB0B78,0
WIAT42,The decision could be a sign that Flynn is moving to cooperate with Mueller’s investigation or negotiate a deal... https://t.co/75wI8QK1zC,0
WIAT42,AP source: Flynn lawyers make a break with Trump team https://t.co/E1iMEa5cQf,0
6687minni,@JournoJenkins67 @twright55 Trump just TALKED! Didn't do ANYTHING to those LITERALLY NASTY WOMEN! Too much of a GERMAPHOBE!!!,-1
twinkologist,@VickiK1 @bobinaz @BurkhillKathryn @QueenElisabeth @realDonaldTrump How is it an “incorrect fact?” That’s literally… https://t.co/uyLyfYxNUa,0
MichaelBaileyMD,@mcuban At least everybody with a job pays into Medicare and social security through payroll taxes.  Makes no sense… https://t.co/QJqkB4pNmu,0
RTR_TRUMP,RT @UofAlabama: Have plans tomorrow? Give us a #RollTide if you'll be tuning in to the Iron Bowl (or if you'll be there!!) 📺 CBS / 🕜 2:30pm…,0
WendyKeel4,@realTanyaTay my MAGA artist friend Liz painted a bunch of these ornaments. If you and Jack would like one please l… https://t.co/9nRIMR08Kn,0
Chris_Heine,RT @griner: Trump screaming MAGA at a columnist calling out his racism is maybe my favorite deleted tweet ever. https://t.co/EajmRVItGe,-1
Rachel_McRea,Tillerson's senior team planning to skip Ivanka Trump's India triphttps://t.co/z5OLa6nvWR,0
AnnaJussme,@Ms_Liz2 @AlabamaBlueGir1 @realDonaldTrump Actually his wife was interviewed &amp; said that he forcefully had sex wit… https://t.co/reFvgAtXW2,-1
mattlayne,He’s a Member of Congress. The Kremlin Likes Him So Much It Gave Him a Code Name. https://t.co/uDm1e0Ucj4,0
RTR_TRUMP,RT @HailStateFB: Our guy @nickfitz07 had successful surgery on his ankle this morning. He's doing fine and we expect him to make a full re…,0
FallBeforeFire,History doesn't repeat itself we repeat history itself.1968 - Arab/Israeli war1968 - The Korean WarIt is NOT… https://t.co/vW3SilxLO7,0
dPosssum,Do you not think we have enough illegals here already.Olivia Wilde Has a Thanksgiving Day Message for Ivanka Trump https://t.co/GnwvNqq7tY,0
Michael19525793,@drekaplan Yes and candidate Trump said he would not have time for golf as POTUS.  He also said he would never leave the White House.,0
abc3340,Trump calls for wall travel ban after Egypt mosque attack https://t.co/nCc8Nibw9Q https://t.co/3CHHxaVIcF,0
SummitMediaCorp,In rare admission Trump golfs (quickly) with Woods Johnson https://t.co/kmCQWpGPgp https://t.co/KoUtyJJeq2,0
echatepalla,RT @karlaarcher: “The emerging alliance between Putin and Trump’s God squad” by @jackmjenkins https://t.co/yDr7HAXp59,0
Bamatopher,@chelseahandler When it’s not popular to bash Trump you will fall right in line. It’s sad to see how much of a she… https://t.co/GRE1cgQq5v,-1
Phil_provost92,@ShawnEndres_ how many shots you think trump is getting? https://t.co/jKzzRW351m,-1
BluePixie3,🤣🤣🤣 Are they trolling tRUmp with the mishmash of prison wear? https://t.co/hfT7DByrkD,-1
vjonesphoto,RT @vjonesphoto: @krassenstein Trump is so illegitimate that he will never tarnish Pres Obama’s legacy. Never.,-1
vjonesphoto,@krassenstein Trump is so illegitimate that he will never tarnish Pres Obama’s legacy. Never.,-1
dorisdtt2,@SheriffClarke WTF — you’re still talking about Obama a man you couldn’t and still can’t hold a candle to … you or… https://t.co/jFb2yMggEy,0
WIAT42,Trump who has been signaling interest in the issue for some time said this past week that he wants to tackle... https://t.co/aSp21WIgQ8,0
twinkologist,@Keyawnce Trump admitting to sexual assault was “Oh my God it was so long ago” but Obama dressing up as a Black Pa… https://t.co/0b91uyiMOb,-1
murdochdavis,@RVAwonk How is this not at a Trump property?,0
lakemann374,@AnthonyMKreis You do realize it will do no good to ask these questions.  The Log Cabin are off in LA LA land.  The… https://t.co/ovSlMrkNjx,0
riche004,@realDonaldTrump DONALD FUCKING TRUMP https://t.co/Dz2PIOh9jY,-1
Bamatopher,@RealCinders2 @OnePeaceTactics @jerseygirl2you @nbc @nbc Could care less. They are after headlines and Trump bashin… https://t.co/2Y4gnPxTg4,0
dwaynecobb,The 13 most bizarre lines in GOP(R)Trump's Thanksgiving speech @realDonaldTrump  https://t.co/M7foOQAPPf,-1
Bamatopher,Then leave Baron Trump alone. Can’t have it both ways.  https://t.co/TKzpi3Aafo,0
LCHines1911,The leadership of Trump and Moore this is what we have devolved into. The GOP claimed to be the party of morals an… https://t.co/l9heDAUe3r,0
findleykaleb,@Flannology @TheDanieliscool @RahulKohli13 @benshapiro I like Shapiro for the most part. I fall to slightly right o… https://t.co/okM1yTE7Gg,0
sister_girl27,RT @michaelharriot: Donald Trump was said Doug Jones who convicted racists who murdered 4 little girls is “soft on crime”…As opposed to…,0
WVTM13,Trump signals welfare reform is next with details to come https://t.co/MgbA54HVXu https://t.co/gEm4SmouLJ,0
findleykaleb,@Flannology @TheDanieliscool @RahulKohli13 I have a sincere question for you. I agree with you're original sentimen… https://t.co/w2lc9XBlcF,0
1flwpbmll,RT @TyrekMyles_: @realDonaldTrump @ThePlumLineGS This is what Trump tweeted MAGA to... I’m tired y’all https://t.co/uLQep2jiBT,-1
Michael19525793,@amandacarpenter President Obama's favorite food is pizza.  Flynn likes pizza.  So Obama must be responsible for Tr… https://t.co/X716iE1tix,0
pebetth,@kashanacauley @HairyBiker2 but trump the spare tire,0
mmholtphd1,Actually Trump isn't an adult. He should be seated at the malignant narcissist table with an ankle bracelet so we c… https://t.co/LdwqTeiprb,-1
mmholtphd1,We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump. https://t.co/sCvrh9s8jD,-1
TrentThrash,Your book blames everybody for your loss except yourself. You're just as bad as Trump at at not getting over the el… https://t.co/ir5xYB7sYj,-1
murdochdavis,Tiger is going take a knee to check the break on a putt and Dustin will hum the anthem and T-Rump will totally lose… https://t.co/rKpdO0kxIw,0
Mr205dan,RT @abc3340: Flynn lawyers make a break with Trump team https://t.co/rZGVB5rGnz,0
Carlo_ThChThr,I’ve just realized this scene in Jaws is a perfect allegory for America in 2017.shark = TrumpChief Brody = Democ… https://t.co/GZyZujEOfL,0
abc3340,Flynn lawyers make a break with Trump team https://t.co/rZGVB5rGnz,0
ralphwvickerman,RT @mitchellvii: Vladimir Putin could have literally voluntarily manned the phones at Trump Tower full time for 2 years and that would NOT…,0
01mb2,RT @EdKrassen: Evidence now suggests that Putin knew Trump was running for President 18 months before America did!This means that Manafor…,0
Linda_WCovfefe,RT @mitchellvii: So Obama should be in real trouble then since his GDP sucked and he was up to his oversized earlobes in corruption and cri…,0
HarleyL43367575,RT @mitchellvii: What did Russia have on Trump?  A fake dossier about peeing prostitutes?  What did Russia have on Hillary?  She sold 20% o…,0
TweeterEighty8,RT @mitchellvii: Vladimir Putin could have literally voluntarily manned the phones at Trump Tower full time for 2 years and that would NOT…,0
Nanasweetgirls,RT @EdKrassen: @IRdotnet @realDonaldTrump NFL ratings aren’t plummeting.  Those are your ratings Mr Trump!  The NFL ratings are down just 2…,-1
JW_Hays,RT @EdKrassen: Feb 7 2017 Trump Tweeted: "I don't know Putin have no deals in Russia and the haters are going crazy"November 24 2017…,0
Linda_WCovfefe,RT @mitchellvii: WHY THE TRUMP ECONOMIC MIRACLE? Trump administration cancels hundreds of Obama-era regulations - The Washington Post https…,1
Margare57382127,RT @EdKrassen: The Right attacks Malia Obama for doing what normal college kids do.The Right embraces Donald Trump Jr. for doing what norm…,0
Atandieu,RT @EdKrassen: Trump using the Mosque bombing in Sinai #Egypt to justify building a Mexican border wall is like my son using the fact he's…,-1
woulfmann,RT @EdKrassen: The Right attacks Malia Obama for doing what normal college kids do.The Right embraces Donald Trump Jr. for doing what norm…,0
jifisherohio,RT @EdKrassen: Evidence now suggests that Putin knew Trump was running for President 18 months before America did!This means that Manafor…,0
LeighLike1234,RT @EdKrassen: Evidence now suggests that Putin knew Trump was running for President 18 months before America did!This means that Manafor…,0
n2play,RT @EdKrassen: 5 months ago Trump blocked both myself &amp; my twin Brian @krassenstein on Twitter. We didn't roll over. We fought back. Bria…,-1
Nanasweetgirls,RT @EdKrassen: @IRdotnet @realDonaldTrump The Constitution was written with people like you in mind Mr Trump!,-1
IronicPhase,RT @EdKrassen: Feb 7 2017 Trump Tweeted: "I don't know Putin have no deals in Russia and the haters are going crazy"November 24 2017…,0
kimero14,RT @EdKrassen: Feb 7 2017 Trump Tweeted: "I don't know Putin have no deals in Russia and the haters are going crazy"November 24 2017…,0
chatty42,RT @EdKrassen: Evidence now suggests that Putin knew Trump was running for President 18 months before America did!This means that Manafor…,0
MamaB_L,RT @mitchellvii: Vladimir Putin could have literally voluntarily manned the phones at Trump Tower full time for 2 years and that would NOT…,0
KateWalter12,RT @EdKrassen: Trump using the Mosque bombing in Sinai #Egypt to justify building a Mexican border wall is like my son using the fact he's…,-1
KrukMatt,RT @EdKrassen: Feb 7 2017 Trump Tweeted: "I don't know Putin have no deals in Russia and the haters are going crazy"November 24 2017…,0
bernielove1969,RT @EdKrassen: Feb 7 2017 Trump Tweeted: "I don't know Putin have no deals in Russia and the haters are going crazy"November 24 2017…,0
